"Name","Iterations","AvgMs","MedianMs","MinMs","MaxMs","AvgMemDelta"
"GitFetch_Self","5","2.1888199999999998","0.5561","0.424","8.4526","-66355.2"
"NoOp","5","53.19590000000001","54.5915","40.9393","66.8223","276889.6"
"Parallel-Fetch-Demo","5","320.30766","352.6496","215.7328","372.4568","2933555.2"
"Serial-Fetch-Demo","5","206.3435","225.6651","139.0411","287.1576","608665.6"
