"Name","Iterations","AvgMs","MedianMs","MinMs","MaxMs","AvgMemDelta"
"GitFetch_Self","5","4.60032","0.9882","0.5423","12.0764","683212.8"
"NoOp","5","64.75573999999999","65.234","52.3265","74.9025","274432"
"Parallel-Fetch-Demo","5","292.14604","261.1013","190.5202","439.3828","2351923.2"
"Serial-Fetch-Demo","5","240.70034","235.2142","142.4124","408.5012","824934.4"
