"Name","Iterations","AvgMs","MedianMs","MinMs","MaxMs","AvgMemDelta"
"GitFetch_Self","3","3.0102333333333338","0.7486","0.5692","7.7129","-95573.33333333333"
"NoOp","3","57.76786666666667","56.8257","55.4427","61.0352","1365.3333333333333"
